repo,repo_age_months,stars,forks,days_since_last_commit,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,year,month
cjpais__Handy,4,15833,1105,2,1,0,0,1,1,1,3,0,2025,5
meta-llama__llama3,16,29256,3516,154,0,0,0,1,0,0,3,0,2025,6
xinntao__Real-ESRGAN,49,34380,4267,484,0,0,0,1,0,0,3,0,2025,7
sczhou__CodeFormer,38,17811,3696,294,0,0,0,1,0,0,3,0,2025,7
geekan__HowToLiveLonger,40,34910,2379,72,0,0,0,1,0,0,3,0,2025,7
lm-sys__FastChat,30,39414,4779,89,0,0,0,1,3,0,3,0,2025,8
AntonOsika__gpt-engineer,29,55201,7321,286,0,0,0,1,1,0,3,0,2025,8
Stability-AI__generative-models,28,26931,3048,7,1,2,0,1,1,1,3,0,2025,9
haotian-liu__LLaVA,30,24473,2731,506,0,0,0,1,0,0,3,0,2025,9
enescingoz__awesome-n8n-templates,8,19353,5515,58,0,0,0,1,0,0,3,0,2025,12
lllyasviel__FramePack,9,16633,1646,75,0,0,0,1,0,0,3,0,2025,12
PatrickJS__awesome-cursorrules,16,37971,3209,67,0,0,0,1,0,0,3,0,2025,12
zylon-ai__private-gpt,32,57117,7611,412,0,0,0,1,0,0,3,0,2025,12
microsoft__autogen,1,54714,8239,0,9,31,9,0,0,0,3,0,2023,8
78__xiaozhi-esp32,2,24133,5162,3,1,22,1,0,0,0,3,0,2024,9
rustdesk__rustdesk,2,107767,16025,32,0,0,0,0,0,0,3,0,2020,10
forthespada__CS-Books,1,26285,4084,,0,0,0,0,0,0,3,0,2021,1
coder2gwy__coder2gwy,5,27584,3725,103,0,0,0,0,0,0,3,0,2021,4
jj-vcs__jj,7,25940,926,0,1,38,0,0,0,0,3,0,2021,6
geekxh__hello-algorithm,16,36014,6464,34,0,0,0,0,0,0,3,0,2021,8
jj-vcs__jj,14,25940,926,1,1,55,0,0,0,0,3,0,2022,1
ibraheemdev__modern-unix,13,32766,823,85,0,0,0,0,0,0,3,0,2022,1
coder2gwy__coder2gwy,14,27584,3725,379,0,0,0,0,0,0,3,0,2022,1
Wechat-ggGitHub__Awesome-GitHub-Repo,4,16550,1815,33,0,0,0,0,0,0,3,0,2022,3
Wechat-ggGitHub__Awesome-GitHub-Repo,5,16550,1815,17,1,2,0,0,0,0,3,0,2022,4
coder2gwy__coder2gwy,19,27584,3725,529,0,0,0,0,0,0,3,0,2022,6
scottbez1__smartknob,9,21429,1232,3,1,1,0,0,0,0,3,0,2022,6
labuladong__fucking-algorithm,30,132689,23706,18,1,1,0,0,0,0,3,0,2022,7
lxgw__LxgwWenKai,20,23219,602,15,1,8,0,0,0,0,3,0,2022,8
geekan__HowToLiveLonger,5,34910,2379,118,0,0,0,0,1,0,3,0,2022,8
karpathy__minGPT,29,23639,3115,148,0,0,0,0,0,0,3,0,2022,12
TapXWorld__ChinaTextbook,36,65188,14539,1056,0,0,0,0,0,0,3,0,2022,12
fanmingming__live,3,27679,4168,,0,0,0,0,0,0,3,0,2023,1
karpathy__nn-zero-to-hero,6,20376,2899,41,0,0,0,0,0,0,3,0,2023,2
Wechat-ggGitHub__Awesome-GitHub-Repo,18,16550,1815,413,0,0,0,0,0,0,3,0,2023,5
Z4nzu__hackingtool,38,55011,6001,76,0,0,0,0,0,0,3,0,2023,5
zijie0__HumanSystemOptimization,13,21448,1502,339,0,0,0,0,0,0,3,0,2023,5
scottbez1__smartknob,23,21429,1232,32,0,0,0,0,0,0,3,0,2023,8
e2b-dev__awesome-ai-agents,8,25962,2254,1,1,40,0,0,1,1,3,0,2024,1
labuladong__fucking-algorithm,49,132689,23706,121,0,0,0,0,0,0,3,0,2024,2
The-Run-Philosophy-Organization__run,24,32149,2587,88,0,0,0,0,0,0,3,0,2024,3
lllyasviel__ControlNet,16,33657,2998,264,0,0,0,0,0,0,3,0,2024,5
sczhou__CodeFormer,24,17811,3696,312,0,0,0,0,0,0,3,0,2024,5
ByteByteGoHq__system-design-101,9,79748,8740,155,0,0,0,0,0,0,3,0,2024,5
babysor__MockingBird,35,36875,5245,298,0,0,0,0,0,0,3,0,2024,6
Wechat-ggGitHub__Awesome-GitHub-Repo,31,16550,1815,809,0,0,0,0,0,0,3,0,2024,6
Vision-CAIR__MiniGPT-4,15,25759,2922,178,0,0,0,0,1,0,3,0,2024,6
lxgw__LxgwWenKai,42,23219,602,55,0,0,0,0,0,0,3,0,2024,6
Lordog__dive-into-llms,3,20227,2406,46,0,0,0,0,0,0,3,0,2024,6
mouredev__Hello-Python,24,34480,2254,116,0,0,0,0,0,0,3,0,2024,7
openai__CLIP,45,32610,3924,87,0,0,0,0,0,0,3,0,2024,8
coder2gwy__coder2gwy,48,27584,3725,1413,0,0,0,0,0,0,3,0,2024,11
zai-org__ChatGLM-6B,22,41235,5210,186,0,0,0,0,0,0,3,0,2024,12
mattermost-community__focalboard,51,25871,2485,94,0,0,0,0,1,0,3,0,2024,12
NVlabs__instant-ngp,36,17278,2051,53,0,0,0,0,0,0,3,0,2024,12
Wechat-ggGitHub__Awesome-GitHub-Repo,37,16550,1815,993,0,0,0,0,0,0,3,0,2024,12
xiaolincoder__CS-Base,35,17536,2106,64,0,0,0,0,0,0,3,0,2025,1
CompVis__stable-diffusion,30,72389,10585,806,0,0,0,0,0,0,3,0,2025,1
TauricResearch__TradingAgents,2,30381,5838,6,1,6,0,0,0,0,3,0,2025,1
521xueweihan__GitHub520,58,27885,2654,0,1,336,0,0,0,0,3,0,2025,2
PrefectHQ__fastmcp,4,23066,1767,54,0,0,0,0,0,0,3,0,2025,2
mckaywrigley__chatbot-ui,24,33041,9470,250,0,0,0,0,0,0,3,0,2025,2
TencentARC__GFPGAN,48,37378,6278,331,0,0,0,0,0,0,3,0,2025,2
amusi__CVPR2025-Papers-with-Code,62,21865,2778,19,1,4,0,0,0,0,3,0,2025,3
sczhou__CodeFormer,34,17811,3696,172,0,0,0,0,0,0,3,0,2025,3
freefq__free,59,39492,5672,448,0,0,0,0,0,0,3,0,2025,4
twitter__the-algorithm,26,72766,13271,656,0,0,0,0,0,0,3,0,2025,4
CodePhiliaX__Chat2DB,25,25160,2742,38,0,0,0,0,0,0,3,0,2025,6
openai__CLIP,56,32610,3924,421,0,0,0,0,0,0,3,0,2025,7
mindverse__Second-Me,6,15129,1168,109,0,0,0,0,1,1,3,0,2025,8
zylon-ai__private-gpt,28,57117,7611,290,0,0,0,0,0,0,3,0,2025,8
zijie0__HumanSystemOptimization,41,21448,1502,19,1,1,0,0,0,0,3,0,2025,9
zylon-ai__private-gpt,29,57117,7611,320,0,0,0,0,0,0,3,0,2025,9
lm-sys__FastChat,31,39414,4779,119,0,0,0,0,0,0,3,0,2025,9
mozilla-ai__llamafile,25,23736,1267,91,0,0,0,0,0,0,3,0,2025,9
meta-llama__llama,32,59159,9826,246,0,0,0,0,1,0,3,0,2025,9
nari-labs__dia,7,19125,1667,116,0,0,0,0,0,0,3,0,2025,10
Lissy93__web-check,29,32078,2524,88,0,0,0,0,0,0,3,0,2025,10
Stability-AI__generative-models,29,26931,3048,38,0,0,0,0,0,0,3,0,2025,10
nari-labs__dia,8,19125,1667,10,1,2,0,0,1,0,3,0,2025,11
feder-cr__Jobs_Applier_AI_Agent_AIHawk,16,29363,4467,13,1,3,0,0,0,0,3,0,2025,11
AMAI-GmbH__AI-Expert-Roadmap,63,30749,2568,109,0,0,0,0,0,0,3,0,2025,12
black-forest-labs__flux,17,25220,1854,152,0,0,0,0,1,0,3,0,2025,12
motion-canvas__motion-canvas,41,18182,716,317,0,0,0,0,0,0,3,0,2025,12
AykutSarac__jsoncrack.com,47,43351,3486,46,0,0,0,42,7,0,2,0,2025,11
netbirdio__netbird,14,22840,1117,0,4,42,0,40,41,39,2,0,2022,5
inkonchain__docs,15,36844,451,2,2,22,1,25,21,21,2,0,2025,7
saturn-abhishek__awesome-github-profile-readme,12,29191,4276,68,0,0,0,22,4,0,2,0,2021,6
saturn-abhishek__awesome-github-profile-readme,14,29191,4276,54,0,0,0,22,5,0,2,0,2021,8
saturn-abhishek__awesome-github-profile-readme,21,29191,4276,29,1,0,0,20,19,2,2,0,2022,3
vercel__turborepo,2,29837,2260,0,4,69,2,19,18,10,2,0,2021,11
birobirobiro__awesome-shadcn-ui,18,18837,1139,14,15,24,11,18,16,15,2,0,2025,7
saturn-abhishek__awesome-github-profile-readme,34,29191,4276,202,0,0,0,17,11,0,2,0,2023,4
saturn-abhishek__awesome-github-profile-readme,49,29191,4276,660,0,0,0,16,7,0,2,0,2024,7
microsoft__ai-agents-for-beginners,14,50978,17877,5,6,32,3,15,13,10,2,0,2025,12
withfig__autocomplete,54,25074,5508,8,3,3,0,15,10,1,2,0,2025,2
saturn-abhishek__awesome-github-profile-readme,64,29191,4276,1117,0,0,0,15,7,0,2,0,2025,10
LizardByte__Sunshine,2,34632,1707,5,6,64,4,13,10,10,2,0,2022,1
vbenjs__vue-vben-admin,1,31565,8595,,0,0,0,11,10,1,2,0,2020,7
saturn-abhishek__awesome-github-profile-readme,45,29191,4276,538,0,0,0,11,8,0,2,0,2024,3
alan2207__bulletproof-react,41,34473,3145,8,4,4,3,10,9,4,2,0,2024,9
microsoft__AI-For-Beginners,57,45402,9243,3,5,16,2,10,7,6,2,0,2025,11
tinygrad__tinygrad,22,31406,3909,10,3,125,1,10,8,7,2,0,2022,7
microsoft__Data-Science-For-Beginners,16,33969,6962,5,4,8,2,9,1,0,2,0,2022,6
DioxusLabs__dioxus,10,34809,1553,0,2,58,1,9,8,8,2,0,2021,10
666ghj__BettaFish,6,35680,6823,16,8,30,6,8,8,6,2,0,2024,12
Hannibal046__Awesome-LLM,23,26297,2302,0,6,10,5,8,4,4,2,0,2024,12
arthurspk__guiadevbrasil,5,15574,1806,13,1,2,0,8,11,2,2,0,2022,2
shadcn-ui__taxonomy,23,19157,2703,489,0,0,0,8,2,0,2,0,2024,8
saturn-abhishek__awesome-github-profile-readme,60,29191,4276,994,0,0,0,8,2,0,2,0,2025,6
chidiwilliams__buzz,35,17942,1315,0,3,8,1,6,9,8,2,0,2025,7
saturn-abhishek__awesome-github-profile-readme,36,29191,4276,263,0,0,0,6,2,0,2,0,2023,6
CompVis__stable-diffusion,33,72389,10585,895,0,0,0,6,3,0,2,0,2025,4
karpathy__minGPT,24,23639,3115,1,5,28,3,5,6,5,2,0,2022,7
anthropics__claude-cookbooks,15,33190,3445,0,4,9,2,5,3,1,2,0,2024,10
e2b-dev__awesome-ai-agents,20,25962,2254,22,2,2,2,5,1,1,2,0,2025,1
anthropics__claude-cookbooks,24,33190,3445,1,1,1,1,5,1,0,2,0,2025,7
ibraheemdev__modern-unix,11,32766,823,23,1,1,0,5,2,1,2,0,2021,11
labuladong__fucking-algorithm,52,132689,23706,11,1,2,0,5,2,0,2,0,2024,5
mingrammer__diagrams,54,42017,2719,108,0,0,0,5,0,0,2,0,2024,7
Lissy93__web-check,17,32078,2524,74,0,0,0,5,0,0,2,0,2024,10
karpathy__nanoGPT,26,53566,9070,52,0,0,0,5,0,0,2,0,2025,1
karpathy__nanoGPT,28,53566,9070,111,0,0,0,5,1,0,2,0,2025,3
Hannibal046__Awesome-LLM,27,26297,2302,5,4,6,3,4,2,2,2,0,2025,4
Hannibal046__Awesome-LLM,25,26297,2302,0,4,6,2,4,1,1,2,0,2025,2
microsoft__OmniParser,12,24386,2122,10,2,4,2,4,4,2,2,0,2025,8
davila7__claude-code-templates,3,21139,1967,0,3,94,2,4,2,2,2,0,2025,9
openai__openai-python,13,30027,4563,4,2,3,1,4,4,3,2,0,2021,10
microsoft__AI-For-Beginners,35,45402,9243,26,1,1,1,4,0,0,2,0,2024,1
Z4nzu__hackingtool,56,55011,6001,8,1,3,1,4,1,0,2,0,2024,11
nocobase__nocobase,7,21548,2445,4,2,48,0,4,3,3,2,0,2021,4
ReVanced__revanced-manager,4,25956,1031,,0,0,0,4,3,2,2,0,2022,6
chenfei-wu__TaskMatrix,7,34257,3256,92,0,0,0,4,1,0,2,0,2023,9
srbhr__Resume-Matcher,52,25988,4698,21,1,2,0,4,2,0,2,0,2024,7
anthropics__claude-cookbooks,21,33190,3445,53,0,0,0,4,3,0,2,0,2025,4
mckaywrigley__chatbot-ui,27,33041,9470,342,0,0,0,4,4,0,2,0,2025,5
openai__tiktoken,31,17348,1385,112,0,0,0,4,0,0,2,0,2025,6
t3-oss__create-t3-app,39,28553,1447,51,0,0,0,4,0,0,2,0,2025,7
Fosowl__agenticSeek,11,25096,2785,45,0,0,0,4,3,0,2,0,2025,12
RunaCapital__awesome-oss-alternatives,19,18801,1013,1,15,15,15,3,21,9,2,0,2023,5
Lordog__dive-into-llms,2,20227,2406,16,5,11,3,3,3,2,2,0,2024,5
NirDiamant__GenAI_Agents,6,20092,3342,0,3,6,2,3,3,2,2,0,2025,2
shadcn-ui__taxonomy,5,19157,2703,66,0,0,0,3,1,0,2,0,2023,2
arthurspk__guiadevbrasil,22,15574,1806,57,0,0,0,3,1,0,2,0,2023,7
mattermost-community__focalboard,49,25871,2485,33,0,0,0,3,3,0,2,0,2024,10
srbhr__Resume-Matcher,59,25988,4698,47,0,0,0,3,0,0,2,0,2025,2
AntonOsika__gpt-engineer,23,55201,7321,102,0,0,0,3,1,0,2,0,2025,2
withfig__autocomplete,60,25074,5508,117,0,0,0,3,0,0,2,0,2025,8
DarkFlippers__unleashed-firmware,45,21079,1832,0,10,39,3,2,1,1,2,0,2025,11
alan2207__bulletproof-react,19,34473,3145,1,2,2,2,2,0,0,2,0,2022,11
Z4nzu__hackingtool,42,55011,6001,16,2,2,2,2,0,0,2,0,2023,9
666ghj__BettaFish,9,35680,6823,1,3,28,2,2,2,2,2,0,2025,3
mingrammer__diagrams,63,42017,2719,6,4,4,2,2,5,4,2,0,2025,4
labuladong__fucking-algorithm,29,132689,23706,6,1,1,1,2,1,1,2,0,2022,6
PlexPt__awesome-chatgpt-prompts-zh,8,58373,13588,2,2,4,1,2,3,1,2,0,2023,7
sickcodes__Docker-OSX,45,52170,2901,20,1,2,1,2,0,0,2,0,2024,2
mingrammer__diagrams,51,42017,2719,16,1,1,1,2,2,1,2,0,2024,4
microsoft__Web-Dev-For-Beginners,51,95308,15155,6,1,2,1,2,4,0,2,0,2025,1
arthurspk__guiadevbrasil,2,15574,1806,29,0,0,0,2,1,0,2,0,2021,11
AykutSarac__jsoncrack.com,23,43351,3486,3,1,3,0,2,0,0,2,0,2023,11
tailwindlabs__heroicons,49,23355,1319,15,1,2,0,2,2,0,2,0,2024,2
babysor__MockingBird,31,36875,5245,176,0,0,0,2,0,0,2,0,2024,2
alan2207__bulletproof-react,36,34473,3145,1,1,3,0,2,0,0,2,0,2024,4
karpathy__minGPT,45,23639,3115,477,0,0,0,2,1,0,2,0,2024,4
mattermost-community__focalboard,44,25871,2485,98,0,0,0,2,0,0,2,0,2024,5
rahuldkjain__github-profile-readme-generator,47,24005,8256,702,0,0,0,2,1,0,2,0,2024,5
anthropics__claude-cookbooks,11,33190,3445,2,1,1,0,2,0,0,2,0,2024,6
microsoft__AI-For-Beginners,41,45402,9243,32,0,0,0,2,0,0,2,0,2024,7
mckaywrigley__chatbot-ui,22,33041,9470,191,0,0,0,2,0,0,2,0,2024,12
karpathy__nanoGPT,27,53566,9070,80,0,0,0,2,2,0,2,0,2025,2
OpenBMB__ChatDev,19,31088,3837,,0,0,0,2,1,0,2,0,2025,2
stitionai__devika,13,19480,2591,192,0,0,0,2,0,0,2,0,2025,3
Stability-AI__generative-models,24,26931,3048,10,1,2,0,2,3,2,2,0,2025,5
Z4nzu__hackingtool,62,55011,6001,88,0,0,0,2,0,0,2,0,2025,5
nextai-translator__nextai-translator,28,24835,1830,225,0,0,0,2,0,0,2,0,2025,6
sickcodes__Docker-OSX,61,52170,2901,23,1,2,0,2,3,2,2,0,2025,6
lm-sys__FastChat,28,39414,4779,27,1,1,0,2,4,1,2,0,2025,6
openinterpreter__open-interpreter,25,62324,5362,1,1,2,0,2,2,1,2,0,2025,7
Lissy93__web-check,28,32078,2524,57,0,0,0,2,0,0,2,0,2025,9
VectifyAI__PageIndex,7,16484,1181,0,1,6,0,2,0,0,2,0,2025,10
guidance-ai__guidance,36,21319,1148,16,1,2,0,2,2,2,2,0,2025,10
inkonchain__node,20,36796,631,43,0,0,0,2,0,0,2,0,2025,12
openai__tiktoken,37,17348,1385,85,0,0,0,2,0,0,2,0,2025,12
microsoft__JARVIS,1,24556,2065,0,4,9,4,1,1,1,2,0,2023,3
Alibaba-NLP__DeepResearch,5,18266,1408,0,4,41,3,1,1,1,2,0,2025,5
pathwaycom__llm-app,15,56299,1341,12,6,6,2,1,1,1,2,0,2024,9
RunaCapital__awesome-oss-alternatives,35,18801,1013,23,2,2,2,1,1,1,2,0,2024,9
Zie619__n8n-workflows,1,52004,6621,0,2,5,2,1,0,0,2,0,2025,5
ibraheemdev__modern-unix,10,32766,823,9,1,1,1,1,1,0,2,0,2021,10
ibraheemdev__modern-unix,26,32766,823,23,2,2,1,1,1,1,2,0,2023,2
dibingfa__flash-linux0.11-talk,18,22054,2915,5,1,1,1,1,0,0,2,0,2023,4
e2b-dev__awesome-ai-agents,13,25962,2254,9,2,15,1,1,0,0,2,0,2024,6
xiaolincoder__CS-Base,28,17536,2106,14,1,1,1,1,0,0,2,0,2024,6
babysor__MockingBird,39,36875,5245,8,2,2,1,1,1,1,2,0,2024,10
alan2207__bulletproof-react,48,34473,3145,13,1,1,1,1,1,1,2,0,2025,4
Pythagora-io__gpt-pilot,22,33793,3503,0,6,127,1,1,0,0,2,0,2025,5
NirDiamant__agents-towards-production,3,17442,2270,1,2,22,1,1,1,1,2,0,2025,8
PatrickJS__awesome-cursorrules,14,37971,3209,6,1,1,1,1,1,1,2,0,2025,10
ahujasid__blender-mcp,9,17271,1636,11,2,4,1,1,4,2,2,0,2025,11
microsoft__BitNet,16,28560,2341,10,1,1,1,1,1,0,2,0,2025,11
GraphiteEditor__Graphite,5,24275,1081,27,1,2,0,1,0,0,2,0,2020,8
anomalyco__sst,2,25511,2023,,0,0,0,1,1,1,2,0,2020,9
FuelLabs__fuel-core,3,57363,2859,64,0,0,0,1,0,0,2,0,2020,10
karpathy__minGPT,20,23639,3115,3,3,8,0,1,9,3,2,0,2022,3
arthurspk__guiadevbrasil,17,15574,1806,22,1,7,0,1,0,0,2,0,2023,2
microsoft__AI-For-Beginners,27,45402,9243,28,1,2,0,1,10,0,2,0,2023,5
krayin__laravel-crm,24,21522,1380,40,0,0,0,1,0,0,2,0,2023,5
microsoft__Data-Science-For-Beginners,28,33969,6962,37,0,0,0,1,0,0,2,0,2023,6
mouredev__Hello-Python,13,34480,2254,151,0,0,0,1,1,0,2,0,2023,8
AccumulateMore__CV,20,17269,1989,12,1,9,0,1,0,0,2,0,2023,10
microsoft__Swin-Transformer,33,15715,2212,105,0,0,0,1,0,0,2,0,2023,11
ByteByteGoHq__system-design-101,5,79748,8740,34,0,0,0,1,0,0,2,0,2024,1
microsoft__Swin-Transformer,38,15715,2212,89,0,0,0,1,0,0,2,0,2024,4
microsoft__Web-Dev-For-Beginners,43,95308,15155,58,0,0,0,1,0,0,2,0,2024,5
arthurspk__guiadevbrasil,32,15574,1806,362,0,0,0,1,0,0,2,0,2024,5
apple__ml-stable-diffusion,20,17798,1048,56,0,0,0,1,0,0,2,0,2024,6
ibraheemdev__modern-unix,42,32766,823,296,0,0,0,1,1,0,2,0,2024,6
Z4nzu__hackingtool,52,55011,6001,280,0,0,0,1,0,0,2,0,2024,7
521xueweihan__GitHub520,52,27885,2654,0,1,372,0,1,0,0,2,0,2024,8
openai__CLIP,46,32610,3924,117,0,0,0,1,1,0,2,0,2024,9
LAION-AI__Open-Assistant,22,37449,3305,267,0,0,0,1,0,0,2,0,2024,9
pathwaycom__pathway,24,59653,1609,0,7,61,0,1,0,0,2,0,2024,10
ByteByteGoHq__system-design-101,14,79748,8740,308,0,0,0,1,0,0,2,0,2024,10
OpenBMB__ChatDev,18,31088,3837,,0,0,0,1,1,0,2,0,2025,1
alan2207__bulletproof-react,47,34473,3145,112,0,0,0,1,0,0,2,0,2025,3
microsoft__Swin-Transformer,49,15715,2212,258,0,0,0,1,0,0,2,0,2025,3
pathwaycom__pathway,29,59653,1609,0,12,69,0,1,1,0,2,0,2025,3
rahuldkjain__github-profile-readme-generator,58,24005,8256,1036,0,0,0,1,2,0,2,0,2025,4
binary-husky__gpt_academic,26,70116,8395,0,1,5,0,1,1,0,2,0,2025,4
zylon-ai__private-gpt,25,57117,7611,198,0,0,0,1,1,0,2,0,2025,5
openai__CLIP,54,32610,3924,360,0,0,0,1,1,0,2,0,2025,5
DarkFlippers__unleashed-firmware,40,21079,1832,0,2,15,0,1,1,1,2,0,2025,6
karpathy__llm.c,16,28936,3395,81,0,0,0,1,0,0,2,0,2025,7
motion-canvas__motion-canvas,36,18182,716,164,0,0,0,1,0,0,2,0,2025,7
suno-ai__bark,28,38982,4682,481,0,0,0,1,0,0,2,0,2025,7
haotian-liu__LLaVA,29,24473,2731,476,0,0,0,1,2,0,2,0,2025,8
Stability-AI__generative-models,27,26931,3048,102,0,0,0,1,1,0,2,0,2025,8
ahujasid__blender-mcp,7,17271,1636,39,0,0,0,1,1,0,2,0,2025,9
JaidedAI__EasyOCR,67,28981,3537,370,0,0,0,1,1,0,2,0,2025,9
lllyasviel__ControlNet,32,33657,2998,751,0,0,0,1,1,0,2,0,2025,9
Atlas-OS__Atlas,56,19789,711,0,1,16,0,1,0,0,2,0,2025,9
VectifyAI__PageIndex,6,16484,1181,10,2,14,0,1,0,0,2,0,2025,9
AutomaApp__automa,49,21028,2293,8,1,1,0,1,0,0,2,0,2025,10
huggingface__open-r1,10,25891,2413,105,0,0,0,1,0,0,2,0,2025,10
mckaywrigley__chatbot-ui,32,33041,9470,495,0,0,0,1,7,0,2,0,2025,10
twitter__the-algorithm,32,72766,13271,57,0,0,0,1,4,0,2,0,2025,10
NVlabs__instant-ngp,47,17278,2051,52,0,0,0,1,0,0,2,0,2025,11
PatrickJS__awesome-cursorrules,15,37971,3209,36,0,0,0,1,1,0,2,0,2025,11
openai__CLIP,60,32610,3924,543,0,0,0,1,1,0,2,0,2025,11
dair-ai__Prompt-Engineering-Guide,36,70632,7529,12,1,3,0,1,1,0,2,0,2025,11
FuelLabs__fuels-rs,50,43415,1360,37,0,0,0,1,0,0,2,0,2025,11
feder-cr__Jobs_Applier_AI_Agent_AIHawk,17,29363,4467,44,0,0,0,1,0,0,2,0,2025,12
binary-husky__gpt_academic,34,70116,8395,101,0,0,0,1,1,0,2,0,2025,12
neondatabase__neon,58,20986,886,88,0,0,0,1,0,0,2,0,2025,12
YunaiV__ruoyi-vue-pro,7,35455,7676,0,4,19,3,0,0,0,2,0,2021,7
index-tts__index-tts,1,18898,2332,16,2,5,2,0,0,0,2,0,2025,2
amusi__CVPR2025-Papers-with-Code,1,21865,2778,0,1,15,1,0,0,0,2,0,2020,2
dragonflydb__dragonfly,4,30024,1148,0,2,51,1,0,0,0,2,0,2022,3
remotion-dev__remotion,2,37258,2277,4,1,53,0,0,0,0,2,0,2020,7
freefq__free,3,39492,5672,0,1,212,0,0,0,0,2,0,2020,8
XIU2__CloudflareSpeedTest,2,24702,4808,24,1,11,0,0,0,0,2,0,2020,9
geekxh__hello-algorithm,9,36014,6464,71,0,0,0,0,0,0,2,0,2021,1
rustdesk__rustdesk,5,107767,16025,2,1,1,0,0,0,0,2,0,2021,1
lxgw__LxgwWenKai,3,23219,602,14,1,1,0,0,0,0,2,0,2021,3
netbirdio__netbird,1,22840,1117,,0,0,0,0,0,0,2,0,2021,4
jj-vcs__jj,8,25940,926,0,1,8,0,0,0,0,2,0,2021,7
nocobase__nocobase,10,21548,2445,0,1,48,0,0,0,0,2,0,2021,7
ibraheemdev__modern-unix,9,32766,823,64,0,0,0,0,0,0,2,0,2021,9
coder2gwy__coder2gwy,11,27584,3725,287,0,0,0,0,0,0,2,0,2021,10
forthespada__CS-Books,10,26285,4084,,0,0,0,0,0,0,2,0,2021,10
coollabsio__coolify,10,50871,3650,84,0,0,0,0,2,0,2,0,2021,10
rahuldkjain__github-profile-readme-generator,18,24005,8256,59,0,0,0,0,2,0,2,0,2021,12
forthespada__CS-Books,13,26285,4084,,0,0,0,0,0,0,2,0,2022,1
Wechat-ggGitHub__Awesome-GitHub-Repo,2,16550,1815,13,1,4,0,0,0,0,2,0,2022,1
geekxh__hello-algorithm,25,36014,6464,105,0,0,0,0,0,0,2,0,2022,5
Universidade-Livre__ciencia-da-computacao,14,19485,1542,20,1,2,0,0,0,0,2,0,2022,7
alan2207__bulletproof-react,17,34473,3145,50,0,0,0,0,1,0,2,0,2022,9
dibingfa__flash-linux0.11-talk,13,22054,2915,26,1,1,0,0,0,0,2,0,2022,11
geekan__HowToLiveLonger,10,34910,2379,271,0,0,0,0,0,0,2,0,2023,1
shadps4-emu__shadPS4,4,28357,1935,0,1,9,0,0,0,0,2,0,2023,1
labuladong__fucking-algorithm,36,132689,23706,0,1,13,0,0,0,0,2,0,2023,1
521xueweihan__GitHub520,33,27885,2654,0,1,372,0,0,0,0,2,0,2023,1
521xueweihan__GitHub520,34,27885,2654,0,1,335,0,0,0,0,2,0,2023,2
microsoft__Swin-Transformer,24,15715,2212,60,0,0,0,0,0,0,2,0,2023,2
521xueweihan__GitHub520,38,27885,2654,0,1,358,0,0,0,0,2,0,2023,6
TapXWorld__ChinaTextbook,43,65188,14539,133,0,0,0,0,0,0,2,0,2023,7
pathwaycom__pathway,10,59653,1609,1,1,2,0,0,0,0,2,0,2023,8
tatsu-lab__stanford_alpaca,6,30265,4010,92,0,0,0,0,2,0,2,0,2023,8
geekan__HowToLiveLonger,17,34910,2379,57,0,0,0,0,0,0,2,0,2023,8
PlexPt__awesome-chatgpt-prompts-zh,11,58373,13588,19,1,1,0,0,0,0,2,0,2023,10
Stability-AI__generative-models,5,26931,3048,74,0,0,0,0,0,0,2,0,2023,10
geekxh__hello-algorithm,43,36014,6464,169,0,0,0,0,0,0,2,0,2023,11
anthropics__claude-cookbooks,4,33190,3445,65,0,0,0,0,0,0,2,0,2023,11
ibraheemdev__modern-unix,35,32766,823,83,0,0,0,0,0,0,2,0,2023,11
The-Run-Philosophy-Organization__run,20,32149,2587,146,0,0,0,0,0,0,2,0,2023,11
Lissy93__web-check,7,32078,2524,0,1,5,0,0,0,0,2,0,2023,12
labuladong__fucking-algorithm,47,132689,23706,61,0,0,0,0,0,0,2,0,2023,12
alan2207__bulletproof-react,32,34473,3145,71,0,0,0,0,0,0,2,0,2023,12
karpathy__minGPT,42,23639,3115,387,0,0,0,0,0,0,2,0,2024,1
chenfei-wu__TaskMatrix,12,34257,3256,244,0,0,0,0,0,0,2,0,2024,2
anoma__anoma,37,34055,4113,0,4,81,0,0,0,0,2,0,2024,2
scottbez1__smartknob,30,21429,1232,68,0,0,0,0,0,0,2,0,2024,3
karpathy__minGPT,44,23639,3115,447,0,0,0,0,0,0,2,0,2024,3
chenfei-wu__TaskMatrix,13,34257,3256,275,0,0,0,0,0,0,2,0,2024,3
zai-org__ChatGLM-6B,14,41235,5210,185,0,0,0,0,0,0,2,0,2024,4
geekan__HowToLiveLonger,25,34910,2379,90,0,0,0,0,0,0,2,0,2024,4
anoma__anoma,39,34055,4113,0,6,95,0,0,0,0,2,0,2024,4
microsoft__Swin-Transformer,40,15715,2212,150,0,0,0,0,0,0,2,0,2024,6
mingrammer__diagrams,53,42017,2719,77,0,0,0,0,0,0,2,0,2024,6
arthurspk__guiadevbrasil,33,15574,1806,392,0,0,0,0,0,0,2,0,2024,6
